Name	 	OPT	LB	UB1	UB2	UB1-t	UB2-t	B&C

n20mosA  	3816	3816	3816	3816	0.00	0.06	1
n20mosB  	3942	3942	3942	3942	0.06	0.06	1
n20mosC  	4048	4042	4048	4048	0.05	0.05	1
n20mosD  	4151	3947	4151	4151	0.00	0.11	1
n20mosE  	4387	4361	4387	4387	0.00	0.11	1
n20mosF  	4262	4213	4262	4262	0.05	0.10	1
n20mosG  	4248	4218	4248	4248	0.00	0.11	1
n20mosH  	4057	4057	4057	4057	0.00	0.05	1
n20mosI  	4064	4045	4064	4064	0.00	0.06	1
n20mosJ  	3793	3793	3793	3793	0.00	0.06	1
n20q10A  	4963	4826	4963	4963	0.00	0.28	1
n20q10B  	4976	4883	4976	4976	0.00	0.16	1
n20q10C  	6333	6216	6432	6333	0.05	0.38	2
n20q10D  	6280	6245	6280	6280	0.05	0.22	1
n20q10E  	6415	6369	6415	6415	0.06	0.11	1
n20q10F  	4805	4745	4805	4805	0.06	0.17	1
n20q10G  	5119	5119	5119	5119	0.00	0.05	1
n20q10H  	5594	5594	5594	5594	0.06	0.11	1
n20q10I  	5130	4940	5130	5130	0.06	0.33	1
n20q10J  	4410	4410	4410	4410	0.05	0.11	1
n20q15A  	4085	4085	4085	4085	0.00	0.06	1
n20q15B  	4309	4309	4309	4309	0.00	0.11	1
n20q15C  	5120	5120	5120	5120	0.06	0.16	1
n20q15D  	5469	5469	5469	5469	0.00	0.11	1
n20q15E  	5657	5640	5666	5657	0.05	0.33	2
n20q15F  	4352	4352	4352	4352	0.00	0.06	1
n20q15G  	4537	4537	4537	4537	0.00	0.05	1
n20q15H  	4575	4575	4575	4575	0.00	0.05	1
n20q15I  	4116	4116	4116	4116	0.00	0.05	1
n20q15J  	3945	3945	3945	3945	0.00	0.05	1
n20q20A  	3816	3816	3816	3816	0.00	0.05	1
n20q20B  	4224	4224	4224	4224	0.00	0.05	1
n20q20C  	4492	4492	4492	4492	0.00	0.05	1
n20q20D  	4706	4684	4706	4706	0.00	0.05	1
n20q20E  	4673	4673	4673	4673	0.00	0.05	1
n20q20F  	4118	4118	4118	4118	0.00	0.05	1
n20q20G  	4369	4358	4369	4369	0.00	0.06	1
n20q20H  	4159	4159	4159	4159	0.00	0.06	1
n20q20I  	4116	4082	4116	4116	0.00	0.06	1
n20q20J  	3700	3700	3700	3700	0.00	0.06	1
n20q25A  	3816	3816	3816	3816	0.00	0.06	1
n20q25B  	3942	3942	3942	3942	0.00	0.06	1
n20q25C  	4193	4193	4193	4193	0.00	0.06	1
n20q25D  	4250	4250	4250	4250	0.00	0.06	1
n20q25E  	4616	4616	4616	4616	0.00	0.06	1
n20q25F  	4118	4092	4118	4118	0.00	0.06	1
n20q25G  	4248	4218	4248	4248	0.00	0.06	1
n20q25H  	4007	4007	4007	4007	0.00	0.05	1
n20q25I  	4026	4026	4026	4026	0.00	0.05	1
n20q25J  	3678	3678	3678	3678	0.00	0.05	1
n20q30A  	3816	3816	3816	3816	0.00	0.05	1
n20q30B  	3942	3942	3942	3942	0.00	0.06	1
n20q30C  	3989	3989	3989	3989	0.00	0.06	1
n20q30D  	4112	4076	4112	4112	0.00	0.05	1
n20q30E  	4381	4365	4381	4381	0.00	0.05	1
n20q30F  	4118	4092	4118	4118	0.00	0.05	1
n20q30G  	4248	4218	4248	4248	0.00	0.06	1
n20q30H  	4007	3983	4007	4007	0.00	0.06	1
n20q30I  	4026	4026	4026	4026	0.00	0.05	1
n20q30J  	3678	3673	3678	3678	0.00	0.05	1
n20q35A  	3816	3816	3816	3816	0.00	0.05	1
n20q35B  	3942	3942	3942	3942	0.00	0.05	1
n20q35C  	3897	3897	3897	3897	0.00	0.00	1
n20q35D  	3743	3743	3743	3743	0.00	0.06	1
n20q35E  	4299	4299	4299	4299	0.00	0.06	1
n20q35F  	4118	4092	4118	4118	0.00	0.06	1
n20q35G  	4248	4218	4248	4248	0.00	0.06	1
n20q35H  	4007	3983	4007	4007	0.00	0.06	1
n20q35I  	4026	4026	4026	4026	0.00	0.06	1
n20q35J  	3678	3673	3678	3678	0.00	0.06	1
n20q40A  	3816	3816	3816	3816	0.00	0.06	1
